" "," ","編號","股票","類別","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","收盤價",""
" "," ","902","4726 永昕","櫃生技","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","40.90"," "
" "," ","903","4728 雙美","櫃生技","1.50","1.20","0.30","0.00","0.00","0.61","0.60","0.50","0.60","0.00","0.00","0.00","-","-","-","79.30"," "
" "," ","904","4729 熒茂","櫃光電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","1.00","-","-","11.30"," "
" "," ","905","4735 豪展","櫃生技","2.70","2.30","2.27","1.91","1.23","0.38","0.00","0.00","0.00","0.50","1.00","0.00","-","-","-","57.50"," "
" "," ","906","4737 華廣","生技","2.00","2.00","4.14","3.80","2.00","0.94","1.78","0.80","3.60","4.00","3.20","2.80","-","-","-","71.00"," "
" "," ","907","4739 康普","化學","1.20","3.20","3.01","2.70","1.56","1.02","0.50","0.80","1.20","1.00","0.50","1.00","-","-","-","122.00"," "
" "," ","908","4741 泓瀚","櫃化學","1.50","1.95","3.00","3.50","3.98","5.00","2.30","2.40","2.40","3.40","3.00","2.50","-","-","-","0.00"," "
" "," ","909","4743 合一","櫃生技","0.00","0.00","0.00","0.00","0.00","1.00","2.00","0.00","1.10","0.45","0.12","0.20","-","-","-","182.00"," "
" "," ","910","4745 F-合富","櫃生技","1.70","2.30","1.20","2.00","2.60","3.84","3.65","3.00","0.80","0.20","0.20","0.50","-","-","-","24.95"," "
" "," ","911","4746 台耀","生技","0.00","0.50","2.00","3.00","1.98","1.98","0.00","0.00","3.50","3.50","3.50","3.50","-","-","-","66.70"," "
" "," ","912","4747 強生","櫃生技","1.80","1.65","1.80","1.90","1.75","2.15","2.25","2.40","2.20","1.36","1.01","-","-","-","-","36.00"," "
" "," ","913","4754 國碳科","櫃化學","3.00","3.50","2.60","2.60","2.00","1.30","0.40","0.49","-","-","-","-","-","-","-","35.80"," "
" "," ","914","4755 三福化","化學","2.50","2.70","2.60","1.60","1.00","0.70","0.68","0.65","-","-","-","-","-","-","-","60.60"," "
" "," ","915","4763 材料-KY","化學","4.70","5.00","5.00","5.00","5.00","0.00","-","-","-","-","-","-","-","-","-","95.70"," "
" "," ","916","4803 F-VHQ","櫃文創","5.60","6.95","3.30","2.00","1.00","-","-","-","-","-","-","-","-","-","-","11.95"," "
" "," ","917","4804 F-大略","櫃觀光","0.00","0.00","0.50","3.00","3.96","1.00","-","-","-","-","-","-","-","-","-","8.35"," "
" "," ","918","4806 昇華","櫃文創","0.00","0.00","0.00","2.00","1.50","2.00","-","-","-","-","-","-","-","-","-","10.80"," "
" "," ","919","4807 日成-KY","貿易","0.00","4.00","3.00","3.38","-","-","-","-","-","-","-","-","-","-","-","27.30"," "
" "," ","920","4903 聯光通信","櫃通信","0.00","0.00","0.00","0.00","0.16","0.32","0.00","0.83","0.25","0.00","0.45","0.00","0.00","0.00","0.00","7.60"," "
" "," ","921","4904 遠傳","通信","3.25","3.75","3.75","3.75","3.75","3.75","3.75","3.50","3.00","2.50","2.80","2.80","3.10","3.10","3.10","60.90"," "
" "," ","922","4905 台聯電訊","櫃通信","1.50","2.55","2.07","1.00","1.52","0.50","0.50","0.50","0.50","0.50","0.00","0.40","0.51","0.50","0.00","53.10"," "
" "," ","923","4906 正文","通信","0.50","0.00","0.99","1.50","0.60","0.50","1.90","2.40","0.30","1.17","2.09","4.13","3.39","2.95","2.20","25.90"," "
" "," ","924","4907 春雨開發","櫃營建","1.20","1.50","1.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.65"," "
" "," ","925","4908 前鼎","櫃通信","1.10","0.86","0.81","0.65","0.40","1.80","1.55","2.00","2.00","2.10","2.00","2.10","3.00","4.50","0.80","28.00"," "
" "," ","926","4909 新復興","櫃通信","0.30","0.70","0.60","1.20","1.30","1.30","2.20","1.20","2.00","2.70","2.50","1.05","3.47","3.43","3.19","21.85"," "
" "," ","927","4911 德英","櫃生技","0.00","0.00","0.00","0.00","0.00","0.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","23.95"," "
" "," ","928","4912 聯德控股-KY","電零","2.52","4.50","2.50","4.00","6.00","4.50","3.00","5.00","2.00","1.00","0.00","-","-","-","-","163.00"," "
" "," ","929","4915 致伸","電零","2.40","2.40","3.20","2.50","2.10","1.80","0.80","1.50","0.50","1.00","0.00","-","-","-","-","51.20"," "
" "," ","930","4916 事欣科","電腦","2.00","2.47","0.99","2.00","0.50","1.50","2.00","17.00","5.50","5.00","3.00","-","-","-","-","23.85"," "
" "," ","931","4919 新唐","半導","1.20","2.50","2.50","2.40","1.80","1.20","1.20","1.70","1.70","3.00","1.90","-","-","-","-","163.50"," "
" "," ","932","4924 欣厚科技","櫃電腦","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.52","1.12","1.50","-","-","-","-","13.90"," "
" "," ","933","4927 泰鼎-KY","電零","3.00","2.46","0.00","1.10","2.50","2.50","1.83","2.92","2.50","1.35","0.00","-","-","-","-","57.20"," "
" "," ","934","4930 燦星網","電器","0.50","0.00","0.00","0.30","0.00","4.00","0.00","0.00","0.20","1.20","0.00","-","-","-","-","23.00"," "
" "," ","935","4933 友輝","櫃光電","1.08","1.61","0.80","1.35","1.25","2.02","2.50","5.00","4.00","4.00","1.00","-","-","-","-","34.30"," "
" "," ","936","4934 太極","光電","0.00","0.00","0.00","0.00","0.53","0.44","0.50","0.00","0.00","1.35","1.00","-","-","-","-","29.05"," "
" "," ","937","4935 茂林-KY","光電","1.50","0.80","1.00","3.00","3.50","2.00","1.00","1.20","2.50","0.00","-","-","-","-","-","79.60"," "
" "," ","938","4938 和碩","電腦","4.50","3.50","4.00","5.00","5.03","4.04","2.77","1.48","0.00","1.45","1.75","-","-","-","-","64.90"," "
" "," ","939","4939 亞電","櫃電零","0.25","0.50","0.50","0.00","0.00","0.70","1.00","0.50","2.10","1.24","0.67","-","-","-","-","21.15"," "
" "," ","940","4942 嘉彰","光電","2.50","2.50","1.20","1.50","1.26","1.50","1.64","2.00","2.25","2.71","4.50","-","-","-","-","48.25"," "
" "," ","941","4943 康控-KY","電零","2.00","5.62","6.00","2.04","1.00","1.50","1.50","1.00","2.00","4.00","-","-","-","-","-","61.10"," "
" "," ","942","4944 兆遠","櫃光電","0.00","0.00","0.00","0.00","0.00","0.12","0.00","0.00","0.00","2.20","1.00","0.53","-","-","-","21.70"," "
" "," ","943","4946 辣椒","櫃文創","0.00","0.00","0.50","0.00","0.00","0.00","0.50","0.50","1.00","3.00","-","-","-","-","-","29.80"," "
" "," ","944","4950 牧東","櫃其他","0.00","0.00","0.00","1.00","0.52","0.58","0.00","0.00","0.00","0.39","-","-","-","-","-","19.95"," "
" "," ","945","4952 凌通","半導","1.80","2.50","3.00","3.50","3.20","2.80","2.50","1.00","1.50","3.00","-","-","-","-","-","69.80"," "
" "," ","946","4953 緯軟","櫃資服","3.23","2.70","1.50","1.10","1.02","1.80","0.80","0.40","0.40","0.40","-","-","-","-","-","88.00"," "
" "," ","947","4956 光鋐","光電","0.00","0.00","0.50","0.00","0.00","0.50","0.50","0.60","0.60","0.79","-","-","-","-","-","24.25"," "
" "," ","948","4958 臻鼎-KY","電零","4.50","4.46","3.30","2.20","4.50","3.67","3.00","2.50","1.50","0.00","-","-","-","-","-","96.50"," "
" "," ","949","4960 奇美材","光電","0.00","0.00","0.00","0.00","0.50","2.50","1.00","1.75","1.80","1.50","-","-","-","-","-","11.20"," "
" "," ","950","4971 F-IET","櫃半導","1.00","0.99","2.00","2.00","2.50","1.38","1.00","1.00","1.50","-","-","-","-","-","-","52.00"," "
" "," ","951","4972 湯石","櫃光電","2.24","2.36","2.30","2.70","3.00","2.10","1.80","1.59","1.60","1.30","-","-","-","-","-","29.65"," "
" "," ","952","4973 廣穎","櫃半導","1.20","1.20","1.00","1.80","1.20","1.50","3.50","3.50","2.00","2.50","-","-","-","-","-","24.70"," "
" "," ","953","4974 亞泰","櫃電零","3.30","3.10","2.75","2.91","2.65","2.70","2.50","2.44","2.60","2.60","-","-","-","-","-","57.50"," "
" "," ","954","4976 佳凌","光電","0.00","0.00","0.00","0.00","0.00","0.31","0.82","1.82","1.30","0.00","-","-","-","-","-","63.50"," "
" "," ","955","4977 眾達-KY","通信","3.50","3.87","4.64","5.00","4.70","5.00","4.10","2.00","-","-","-","-","-","-","-","79.30"," "
" "," ","956","4979 華星光","櫃通信","0.00","0.00","0.00","0.00","3.01","2.00","1.50","2.50","0.60","0.49","-","-","-","-","-","18.00"," "
" "," ","957","4987 科誠","櫃電腦","3.20","5.00","4.70","3.50","5.00","5.50","4.00","2.50","2.30","2.00","-","-","-","-","-","57.60"," "
" "," ","958","4991 F-環宇","櫃半導","0.51","1.19","0.98","1.00","2.38","2.41","0.88","0.00","0.20","-","-","-","-","-","-","47.70"," "
" "," ","959","4994 傳奇","資服","1.00","0.00","0.00","0.00","0.25","3.50","3.50","6.00","11.50","3.90","-","-","-","-","-","50.70"," "
" "," ","960","4995 晶達","櫃光電","3.70","2.15","2.26","1.80","2.52","3.00","1.20","1.00","1.07","2.00","-","-","-","-","-","33.80"," "
" "," ","961","4999 鑫禾","電零","2.50","3.50","3.00","3.10","3.00","4.00","3.00","3.00","8.50","4.00","-","-","-","-","-","39.30"," "
" "," ","962","5007 三星","鋼鐵","2.00","3.00","3.00","2.50","2.00","3.50","3.50","2.60","3.22","1.94","0.96","1.24","2.22","2.12","1.92","57.70"," "
" "," ","963","5009 榮剛","櫃鋼鐵","0.50","0.45","0.31","0.40","1.00","0.80","0.50","1.00","1.47","0.46","0.00","1.00","2.50","2.30","2.10","25.65"," "
" "," ","964","5011 久陽","櫃鋼鐵","0.00","1.00","0.00","0.50","0.53","1.60","0.78","1.20","1.80","0.00","0.00","0.00","0.00","0.00","0.00","26.10"," "
" "," ","965","5013 強新","櫃鋼鐵","0.50","0.50","0.80","2.30","0.60","1.20","0.75","0.00","0.70","1.70","0.00","0.70","1.20","1.80","1.00","35.70"," "
" "," ","966","5014 建錩實業","櫃鋼鐵","0.00","0.00","0.30","0.80","0.00","0.45","0.15","0.30","0.30","0.60","0.40","0.30","0.75","2.20","0.31","22.75"," "
" "," ","967","5015 華祺工業","櫃鋼鐵","2.40","4.20","3.10","2.50","2.00","3.00","1.20","0.20","1.50","0.40","1.00","1.00","3.50","2.00","1.50","34.10"," "
" "," ","968","5016 松和","櫃鋼鐵","1.30","2.50","3.00","2.50","1.20","2.00","1.50","1.10","2.50","2.50","0.30","2.50","1.20","1.50","1.50","37.90"," "
" "," ","969","5102 富強","櫃橡膠","0.60","0.80","1.00","0.70","0.70","0.70","0.55","0.70","1.20","1.00","0.00","0.00","0.50","0.38","0.60","18.75"," "
" "," ","970","5201 凱衛資訊","櫃資服","0.30","1.40","0.30","0.00","1.10","1.10","1.00","0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.50"," "
" "," ","971","5202 力新","櫃資服","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","17.80"," "
" "," ","972","5203 訊連","資服","3.63","2.99","1.69","1.60","4.00","6.98","7.00","7.60","7.00","6.99","6.48","7.59","7.59","6.58","5.19","79.10"," "
" "," ","973","5206 坤悅","櫃營建","1.25","0.70","0.70","0.50","0.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.70"," "
" "," ","974","5209 新鼎系統","櫃資服","2.98","2.78","2.88","2.51","2.53","2.53","4.24","4.49","5.38","3.97","2.98","1.00","1.71","2.40","2.30","66.00"," "
" "," ","975","5210 寶碩","櫃資服","0.00","0.00","0.00","0.00","0.00","0.31","0.00","0.00","0.10","0.50","0.50","0.00","0.85","0.60","0.00","17.65"," "
" "," ","976","5211 蒙恬","櫃資服","0.40","0.00","0.32","0.61","0.59","0.84","1.00","1.50","2.14","2.95","2.00","1.92","2.00","1.36","0.89","15.75"," "
" "," ","977","5212 凌網科技","櫃資服","2.18","1.50","0.80","0.72","0.75","0.25","0.00","0.40","0.35","0.28","0.00","0.85","1.09","1.71","1.51","0.00"," "
" "," ","978","5213 亞昕","櫃營建","0.00","2.00","0.97","0.50","1.20","1.10","1.43","1.40","2.50","4.14","2.70","1.01","2.50","0.00","0.00","19.70"," "
" "," ","979","5215 科嘉-KY","電腦","3.00","2.50","1.00","3.00","3.00","3.00","1.00","3.00","3.00","7.00","-","-","-","-","-","81.80"," "
" "," ","980","5225 東科-KY","他電","0.51","1.30","0.70","1.11","3.01","5.00","5.00","5.00","0.71","-","-","-","-","-","-","20.05"," "
" "," ","981","5227 F-立凱","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","26.10"," "
" "," ","982","5230 雷笛克","櫃光電","0.10","1.22","1.80","1.70","1.60","1.50","2.95","3.45","2.48","3.75","-","-","-","-","-","28.95"," "
" "," ","983","5234 達興材料","光電","5.00","5.00","4.50","3.00","2.00","2.20","3.50","3.00","2.00","2.50","-","-","-","-","-","89.20"," "
" "," ","984","5243 乙盛-KY","光電","1.80","1.50","2.00","1.50","1.20","2.57","2.00","0.00","-","-","-","-","-","-","-","58.60"," "
" "," ","985","5245 智晶","櫃光電","0.43","1.50","5.00","5.00","3.37","2.26","0.55","0.00","0.00","1.70","-","-","-","-","-","40.60"," "
" "," ","986","5251 天鉞電","櫃光電","0.00","0.00","0.60","2.00","2.01","3.49","4.50","4.00","1.40","1.00","-","-","-","-","-","13.05"," "
" "," ","987","5258 虹堡","電腦","0.00","0.00","0.40","2.00","1.00","0.80","1.20","1.30","2.50","2.50","-","-","-","-","-","21.30"," "
" "," ","988","5263 智崴","櫃文創","5.60","4.50","6.00","2.50","2.50","2.92","0.89","1.50","0.00","-","-","-","-","-","-","122.00"," "
" "," ","989","5272 笙科","櫃半導","0.00","0.00","1.50","1.40","1.02","3.50","3.01","2.31","2.07","0.29","-","-","-","-","-","33.90"," "
" "," ","990","5276 F-達輝","櫃其他","0.00","0.54","0.67","2.00","2.00","2.00","-","-","-","-","-","-","-","-","-","15.60"," "
" "," ","991","5278 尚凡","櫃電商","13.21","10.78","0.00","0.00","0.00","0.96","5.70","6.58","-","-","-","-","-","-","-","169.50"," "
" "," ","992","5281 F-大峽","櫃光電","0.50","1.00","1.00","0.20","0.53","-","-","-","-","-","-","-","-","-","-","21.60"," "
" "," ","993","5284 F-JPP","其他","1.90","2.60","3.17","2.56","3.08","2.40","2.00","-","-","-","-","-","-","-","-","41.20"," "
" "," ","994","5285 界霖","半導","2.46","3.54","3.16","1.60","1.80","2.50","1.50","1.00","1.00","-","-","-","-","-","-","128.50"," "
" "," ","995","5288 豐祥-KY","電機","5.50","5.00","4.00","4.00","5.01","3.50","3.00","-","-","-","-","-","-","-","-","142.00"," "
" "," ","996","5291 邑昇","櫃電零","1.20","0.80","0.00","0.00","0.31","1.78","1.80","1.50","-","-","-","-","-","-","-","41.40"," "
" "," ","997","5301 祥裕電子","櫃觀光","0.00","0.00","0.00","0.00","1.15","1.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.00"," "
" "," ","998","5302 太欣","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","14.30"," "
" "," ","999","5309 系統電子","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","30.85"," "
" "," ","1000","5310 天剛資訊","櫃資服","0.00","0.00","0.00","0.00","0.30","1.00","2.00","4.00","2.00","1.50","1.50","0.00","0.00","0.00","0.00","14.00"," "
" "," ","1001","5312 寶島科","櫃生技","4.00","3.80","3.80","3.60","3.60","3.60","4.20","3.60","2.60","2.20","2.00","2.00","2.10","2.70","2.30","61.50"," "
" "," ","1002","5314 世紀","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.14","5.90"," "
" "," ","1003","5315 光聯科技","櫃光電","0.80","1.47","1.00","2.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.50"," "
" "," ","1004","5321 友銓","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","43.00"," "
" "," ","1005","5324 士開","櫃營建","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","4.00","0.30","0.00","0.00","0.00","0.00","0.00","9.50"," "
" "," ","1006","5328 華容","櫃電零","0.00","0.00","0.00","0.31","0.00","0.00","0.00","0.00","0.26","0.31","0.00","0.00","0.00","0.00","0.00","14.90"," "
" "," ","1007","5340 建榮工業","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.80"," "
" "," ","1008","5344 立衛科技","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.03","0.39","0.93","1.15","0.84","0.00","0.00","0.00","16.10"," "
" "," ","1009","5345 天揚","櫃電零","0.00","0.00","0.00","0.00","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.94"," "
" "," ","1010","5347 世界先進","櫃半導","3.20","3.20","3.00","3.00","2.60","2.60","1.76","0.97","0.63","0.60","0.40","0.40","1.77","1.49","1.50","142.50"," "
" "," ","1011","5351 鈺創科技","櫃半導","0.00","0.00","0.00","0.00","0.00","0.20","0.00","0.00","0.00","0.32","0.15","0.00","2.05","1.77","1.41","41.10"," "
" "," ","1012","5353 台林通信","櫃通信","1.35","1.12","0.60","0.40","0.28","0.42","0.52","0.30","0.56","0.36","0.44","0.14","0.24","0.50","0.00","16.40"," "
" "," ","1013","5355 佳總興業","櫃電零","0.00","0.00","0.00","0.00","0.00","0.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.92"," "
" "," ","1014","5356 協益電子","櫃電腦","2.20","2.00","2.00","4.00","4.00","5.50","3.60","4.00","4.50","5.00","1.00","0.10","0.15","0.20","0.20","25.95"," "
" "," ","1015","5364 力麗店","櫃觀光","0.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.55","0.45","0.00","0.00"," "
" "," ","1016","5371 中光電","櫃光電","2.00","3.50","3.00","3.50","1.50","3.50","0.00","1.00","1.60","3.50","2.80","2.23","3.20","3.50","2.42","54.30"," "
" "," ","1017","5381 合正","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.18"," "
" "," ","1018","5383 金利","櫃他電","0.00","0.00","0.00","0.00","0.00","0.50","0.20","0.00","0.20","1.00","0.50","0.00","1.50","0.98","0.00","25.00"," "
" "," ","1019","5386 青雲國際","櫃電腦","1.00","2.00","2.50","1.30","2.00","0.50","1.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45.10"," "
" "," ","1020","5388 中磊","通信","3.00","2.50","3.75","4.20","3.85","2.99","2.72","2.73","2.40","1.47","1.00","1.50","2.40","1.98","2.14","64.40"," "
" "," ","1021","5392 應華","櫃光電","0.70","0.94","2.10","1.00","1.00","1.00","0.99","0.99","2.50","4.00","5.00","2.00","5.00","2.36","0.00","24.80"," "
" "," ","1022","5398 力瑋","櫃電零","0.30","0.00","0.13","0.00","0.00","0.00","0.15","0.00","0.00","0.20","0.25","0.00","0.00","0.00","0.00","20.10"," "
" "," ","1023","5403 中菲電腦","櫃資服","3.10","3.00","3.40","3.00","2.60","1.00","2.00","1.60","1.01","2.00","1.77","1.20","1.72","1.12","1.35","62.70"," "
" "," ","1024","5410 國眾電腦","櫃資服","1.50","1.30","1.23","1.00","1.22","1.08","0.83","1.00","0.64","1.17","0.30","0.00","0.00","0.00","0.00","21.95"," "
" "," ","1025","5425 台半","櫃半導","1.50","3.00","2.98","2.50","2.50","2.00","1.20","0.50","1.00","1.20","0.40","0.00","0.70","0.96","0.30","76.80"," "
" "," ","1026","5426 振發","櫃電腦","0.00","1.00","0.00","1.00","0.60","1.00","1.00","1.00","0.64","0.90","1.73","1.65","1.63","2.13","0.00","10.00"," "
